card,level,trophies,win,draw,lose
Knight,9,1200,35,4,34
Knight,10,1200,4,0,0
Knight,11,1200,5,0,4
Knight,1,1300,4,1,40
Knight,2,1300,24,1,98
Knight,3,1300,132,15,135
Knight,4,1300,1475,180,1705
Knight,5,1300,9059,1608,33715
Knight,6,1300,11062,1775,26209
Knight,7,1300,5577,908,6377
Knight,8,1300,1282,195,1434
Knight,9,1300,67,8,64
Knight,10,1300,24,0,37
Knight,11,1300,25,1,23
Knight,13,1300,7,0,5
Knight,1,1400,4,0,23
Knight,2,1400,37,3,95
Knight,3,1400,140,16,152
Knight,4,1400,1678,292,1459
Knight,5,1400,9020,1348,13127
Knight,6,1400,17111,3152,35130
Knight,7,1400,10332,1948,12947
Knight,8,1400,2799,573,3442
Knight,9,1400,142,15,150
Knight,10,1400,12,0,9
Knight,11,1400,21,0,17
Knight,13,1400,9,0,6
Knight,1,1500,8,2,37
Knight,2,1500,21,6,155
Knight,3,1500,98,21,125
Knight,4,1500,1191,202,1114
Knight,5,1500,7176,1328,7314
Knight,6,1500,15201,3668,28943
Knight,7,1500,8397,1644,9782
Knight,8,1500,2315,418,2516
Knight,9,1500,144,15,118
Knight,10,1500,14,3,5
Knight,11,1500,7,0,10
Knight,1,1600,0,0,51
Knight,2,1600,22,1,162
Knight,3,1600,46,7,105
Knight,4,1600,669,115,624
Knight,5,1600,5044,1016,6525
Knight,6,1600,15199,4323,34375
Knight,7,1600,7365,1392,8841
Knight,8,1600,3479,724,4018
Knight,9,1600,400,48,453
Knight,10,1600,28,2,25
Knight,11,1600,11,2,8
Knight,12,1600,10,0,21
Knight,1,1700,0,2,31
Knight,2,1700,17,2,97
Knight,3,1700,58,11,95
Knight,4,1700,723,122,690
Knight,5,1700,5801,1132,6909
Knight,6,1700,16938,4531,35509
Knight,7,1700,10747,2039,12456
Knight,8,1700,5598,1123,6485
Knight,9,1700,823,165,861
Knight,10,1700,46,6,38
Knight,11,1700,20,0,6
Knight,12,1700,6,1,13
Knight,1,1800,0,1,33
Knight,2,1800,14,1,118
Knight,3,1800,53,6,109
Knight,4,1800,709,133,647
Knight,5,1800,5587,1105,6144
Knight,6,1800,15875,3903,29444
Knight,7,1800,13326,2771,16917
Knight,8,1800,5850,1231,6650
Knight,9,1800,964,201,1072
Knight,10,1800,79,12,67
Knight,11,1800,16,0,9
Knight,1,1900,2,0,11
Knight,2,1900,6,0,56
Knight,3,1900,28,2,64
Knight,4,1900,514,115,512
Knight,5,1900,4680,882,4513
Knight,6,1900,12039,2511,14902
Knight,7,1900,12468,2812,17811
Knight,8,1900,4502,883,4794
Knight,9,1900,744,151,742
Knight,10,1900,58,7,46
Knight,11,1900,13,0,8
Knight,1,2000,5,0,58
Knight,2,2000,2,3,228
Knight,3,2000,15,2,72
Knight,4,2000,225,36,294
Knight,5,2000,2545,437,2229
Knight,6,2000,7963,1591,11042
Knight,7,2000,11625,3229,23566
Knight,8,2000,4435,888,5136
Knight,9,2000,1303,275,1574
Knight,10,2000,83,3,87
Knight,11,2000,16,4,41
Knight,12,2000,23,1,38
Knight,13,2000,12,2,21
Knight,1,2100,5,0,56
Knight,2,2100,5,1,195
Knight,3,2100,17,0,45
Knight,4,2100,239,39,255
Knight,5,2100,2846,505,2759
Knight,6,2100,9972,1971,13298
Knight,7,2100,14783,3736,28306
Knight,8,2100,6954,1255,7499
Knight,9,2100,2147,446,2325
Knight,10,2100,124,15,123
Knight,11,2100,41,1,32
Knight,12,2100,7,0,16
Knight,13,2100,12,0,12
Knight,1,2200,3,0,35
Knight,2,2200,2,0,72
Knight,3,2200,11,1,43
Knight,4,2200,153,40,233
Knight,5,2200,2072,408,2074
Knight,6,2200,8369,1627,9727
Knight,7,2200,11939,2685,18659
Knight,8,2200,6440,1194,6052
Knight,9,2200,1945,310,1682
Knight,10,2200,130,3,56
Knight,11,2200,46,3,39
Knight,12,2200,14,1,14
Knight,13,2200,7,1,13
Knight,2,2300,7,1,287
Knight,3,2300,2,1,51
Knight,4,2300,56,8,55
Knight,5,2300,1073,169,951
Knight,6,2300,5259,1013,9499
Knight,7,2300,9504,2243,26188
Knight,8,2300,5378,854,5378
Knight,9,2300,1929,280,1615
Knight,10,2300,224,24,169
Knight,11,2300,53,3,34
Knight,12,2300,13,0,17
Knight,13,2300,46,0,28
Knight,1,2400,6,0,59
Knight,2,2400,6,0,139
Knight,3,2400,11,2,51
Knight,4,2400,78,15,121
Knight,5,2400,1466,270,1614
Knight,6,2400,7227,1357,9993
Knight,7,2400,12966,2633,23968
Knight,8,2400,9174,1436,8274
Knight,9,2400,3724,531,3057
Knight,10,2400,481,75,415
Knight,11,2400,60,5,41
Knight,12,2400,21,0,11
Knight,13,2400,15,1,30
Knight,1,2500,5,0,65
Knight,2,2500,4,0,159
Knight,3,2500,5,2,61
Knight,4,2500,66,10,79
Knight,5,2500,985,204,1014
Knight,6,2500,5036,981,5617
Knight,7,2500,9417,1837,11183
Knight,8,2500,8735,1869,12701
Knight,9,2500,3423,523,2616
Knight,10,2500,581,65,385
Knight,11,2500,92,4,20
Knight,12,2500,14,0,15
Knight,13,2500,8,0,8
Knight,1,2600,2,1,72
Knight,2,2600,5,0,293
Knight,3,2600,8,0,58
Knight,4,2600,41,7,66
Knight,5,2600,554,107,690
Knight,6,2600,3622,704,3867
Knight,7,2600,8518,1587,9485
Knight,8,2600,9672,2159,16490
Knight,9,2600,4092,625,3148
Knight,10,2600,954,156,773
Knight,11,2600,160,9,109
Knight,12,2600,23,1,8
Knight,13,2600,11,0,20
Knight,2,2700,4,0,236
Knight,3,2700,7,1,60
Knight,4,2700,34,5,48
Knight,5,2700,636,125,705
Knight,6,2700,3738,719,3912
Knight,7,2700,9606,1873,11056
Knight,8,2700,11129,2604,19643
Knight,9,2700,5862,877,4476
Knight,10,2700,1481,252,1269
Knight,11,2700,258,16,152
Knight,12,2700,32,0,14
Knight,13,2700,11,0,15
Knight,1,2800,1,0,61
Knight,2,2800,2,0,221
Knight,3,2800,3,2,60
Knight,4,2800,19,5,54
Knight,5,2800,490,105,630
Knight,6,2800,3315,705,3675
Knight,7,2800,8851,1802,10287
Knight,8,2800,10572,2436,18126
Knight,9,2800,6408,986,4833
Knight,10,2800,1797,235,1344
Knight,11,2800,357,29,226
Knight,12,2800,29,5,13
Knight,13,2800,5,1,8
Knight,2,2900,2,0,198
Knight,3,2900,1,0,39
Knight,4,2900,16,4,17
Knight,5,2900,273,68,345
Knight,6,2900,2261,462,2410
Knight,7,2900,6524,1299,7682
Knight,8,2900,8613,1876,14601
Knight,9,2900,5977,897,4288
Knight,10,2900,1698,246,1100
Knight,11,2900,333,28,178
Knight,12,2900,39,4,17
Knight,1,3000,1,0,109
Knight,2,3000,3,0,371
Knight,3,3000,0,2,65
Knight,4,3000,9,2,22
Knight,5,3000,232,66,356
Knight,6,3000,2159,407,2360
Knight,7,3000,6877,1278,8351
Knight,8,3000,10195,1918,16791
Knight,9,3000,7119,1058,4889
Knight,10,3000,2567,334,1548
Knight,11,3000,436,32,185
Knight,12,3000,129,6,91
Knight,13,3000,150,2,149
Knight,1,3100,0,0,46
Knight,2,3100,3,0,179
Knight,3,3100,0,0,37
Knight,4,3100,24,2,37
Knight,5,3100,300,47,420
Knight,6,3100,2729,581,3300
Knight,7,3100,9541,2008,11185
Knight,8,3100,14281,2735,17541
Knight,9,3100,12000,1817,8392
Knight,10,3100,4519,667,3075
Knight,11,3100,873,71,367
Knight,12,3100,187,10,175
Knight,13,3100,114,2,196
Knight,1,3200,0,0,40
Knight,2,3200,4,0,156
Knight,3,3200,1,0,26
Knight,4,3200,6,2,27
Knight,5,3200,168,44,273
Knight,6,3200,1597,418,2186
Knight,7,3200,6494,1496,7428
Knight,8,3200,10972,2414,11200
Knight,9,3200,11976,2234,11176
Knight,10,3200,4717,718,2921
Knight,11,3200,1040,92,428
Knight,12,3200,129,10,52
Knight,13,3200,29,0,24
Knight,2,3300,2,1,227
Knight,3,3300,2,0,55
Knight,4,3300,5,1,30
Knight,5,3300,128,36,271
Knight,6,3300,1365,389,2191
Knight,7,3300,5905,1355,7611
Knight,8,3300,11975,2511,12633
Knight,9,3300,14996,3076,14917
Knight,10,3300,6043,789,3533
Knight,11,3300,1685,169,788
Knight,12,3300,233,14,150
Knight,13,3300,109,3,104
Knight,2,3400,2,1,228
Knight,3,3400,0,1,49
Knight,4,3400,6,1,22
Knight,5,3400,127,41,228
Knight,6,3400,1271,300,1897
Knight,7,3400,6393,1606,8089
Knight,8,3400,15188,3364,15802
Knight,9,3400,21484,4674,21524
Knight,10,3400,9965,1445,5895
Knight,11,3400,3000,338,1482
Knight,12,3400,407,20,255
Knight,13,3400,130,3,171
Knight,2,3500,1,0,141
Knight,3,3500,4,0,30
Knight,4,3500,4,0,14
Knight,5,3500,41,11,118
Knight,6,3500,602,197,1040
Knight,7,3500,3472,916,4532
Knight,8,3500,10323,2464,10909
Knight,9,3500,17953,4119,18180
Knight,10,3500,11042,1708,6612
Knight,11,3500,3583,444,1692
Knight,12,3500,455,42,251
Knight,13,3500,71,2,49
Knight,1,3600,1,0,50
Knight,2,3600,3,0,222
Knight,3,3600,0,0,46
Knight,4,3600,2,0,32
Knight,5,3600,40,12,136
Knight,6,3600,583,149,1195
Knight,7,3600,3707,932,5756
Knight,8,3600,12072,2670,14653
Knight,9,3600,22495,4931,26008
Knight,10,3600,13972,2136,8689
Knight,11,3600,5125,590,2493
Knight,12,3600,833,74,434
Knight,13,3600,375,17,372
Knight,1,3700,0,0,44
Knight,2,3700,1,0,132
Knight,3,3700,1,0,44
Knight,4,3700,0,1,30
Knight,5,3700,22,9,90
Knight,6,3700,460,144,994
Knight,7,3700,3514,1043,5354
Knight,8,3700,14724,3827,17530
Knight,9,3700,31658,7567,35937
Knight,10,3700,23121,4120,16107
Knight,11,3700,9143,1263,5044
Knight,12,3700,1568,196,1002
Knight,13,3700,361,14,367
Knight,1,3800,0,0,26
Knight,2,3800,1,1,91
Knight,3,3800,2,1,37
Knight,4,3800,4,1,14
Knight,5,3800,23,3,61
Knight,6,3800,222,64,536
Knight,7,3800,2171,653,3450
Knight,8,3800,10950,3204,13631
Knight,9,3800,31316,8125,35143
Knight,10,3800,30536,6463,23020
Knight,11,3800,13250,2065,7606
Knight,12,3800,2456,344,1502
Knight,13,3800,277,19,194
Knight,2,3900,0,1,27
Knight,3,3900,1,0,8
Knight,4,3900,1,0,17
Knight,5,3900,16,3,30
Knight,6,3900,63,23,145
Knight,7,3900,839,274,1362
Knight,8,3900,5381,1784,7139
Knight,9,3900,20994,6004,22622
Knight,10,3900,28141,6563,23260
Knight,11,3900,15218,2780,8993
Knight,12,3900,2909,459,1758
Knight,13,3900,297,10,138
Knight,3,4000,0,0,4
Knight,4,4000,0,0,5
Knight,5,4000,3,1,18
Knight,6,4000,25,1,97
Knight,7,4000,229,51,622
Knight,8,4000,1764,254,2812
Knight,9,4000,7979,1205,9521
Knight,10,4000,14440,1707,12556
Knight,11,4000,12079,949,6507
Knight,12,4000,3444,192,1633
Knight,13,4000,887,88,1405
Knight,3,4100,0,0,3
Knight,5,4100,1,0,13
Knight,6,4100,21,0,81
Knight,7,4100,258,9,659
Knight,8,4100,1677,97,3128
Knight,9,4100,7810,312,10480
Knight,10,4100,14647,562,13151
Knight,11,4100,14196,309,7700
Knight,12,4100,5624,83,1939
Knight,13,4100,1940,49,1322
Knight,2,4200,0,0,4
Knight,4,4200,0,0,10
Knight,5,4200,1,0,14
Knight,6,4200,12,2,72
Knight,7,4200,213,17,491
Knight,8,4200,1662,95,3195
Knight,9,4200,9342,493,12667
Knight,10,4200,18076,740,17350
Knight,11,4200,17709,493,10189
Knight,12,4200,7749,111,2669
Knight,13,4200,2798,45,1315
Knight,3,4300,0,0,4
Knight,4,4300,1,0,8
Knight,5,4300,1,0,15
Knight,6,4300,20,2,73
Knight,7,4300,174,10,505
Knight,8,4300,1595,113,3078
Knight,9,4300,10200,561,14140
Knight,10,4300,22457,1168,22496
Knight,11,4300,23833,859,14513
Knight,12,4300,10514,218,3952
Knight,13,4300,3920,35,1504
Knight,2,4400,1,0,5
Knight,3,4400,2,0,9
Knight,4,4400,0,0,7
Knight,5,4400,4,0,19
Knight,6,4400,9,3,72
Knight,7,4400,173,15,455
Knight,8,4400,1515,96,3101
Knight,9,4400,11288,652,16063
Knight,10,4400,29572,1818,30706
Knight,11,4400,35824,1964,24830
Knight,12,4400,15698,531,6720
Knight,13,4400,5552,62,1911
Knight,2,4500,1,0,4
Knight,3,4500,0,0,6
Knight,4,4500,4,0,13
Knight,5,4500,4,0,31
Knight,6,4500,13,0,70
Knight,7,4500,136,7,436
Knight,8,4500,1365,51,2775
Knight,9,4500,11996,592,17843
Knight,10,4500,39515,2372,44241
Knight,11,4500,61846,4488,48888
Knight,12,4500,31743,1987,16604
Knight,13,4500,9765,300,3432
Knight,2,4600,1,0,4
Knight,3,4600,0,0,8
Knight,4,4600,4,0,11
Knight,5,4600,1,1,20
Knight,6,4600,5,0,72
Knight,7,4600,62,2,300
Knight,8,4600,938,29,2154
Knight,9,4600,10432,374,15958
Knight,10,4600,41612,1596,49576
Knight,11,4600,84517,4839,76499
Knight,12,4600,61966,4541,40291
Knight,13,4600,23061,1344,10363
Knight,2,4700,3,0,11
Knight,3,4700,0,0,3
Knight,4,4700,2,0,9
Knight,5,4700,2,0,24
Knight,6,4700,12,0,60
Knight,7,4700,58,4,234
Knight,8,4700,520,9,1246
Knight,9,4700,6488,193,10626
Knight,10,4700,34868,945,43726
Knight,11,4700,88438,2955,87026
Knight,12,4700,85272,4936,65680
Knight,13,4700,49154,3658,28516
Knight,2,4800,0,0,2
Knight,3,4800,0,0,3
Knight,4,4800,1,0,7
Knight,5,4800,0,0,10
Knight,6,4800,6,0,40
Knight,7,4800,24,1,124
Knight,8,4800,259,16,709
Knight,9,4800,3819,123,6640
Knight,10,4800,27631,819,36268
Knight,11,4800,89897,2221,92370
Knight,12,4800,100158,3697,85121
Knight,13,4800,82710,6147,55791
Knight,2,4900,0,0,2
Knight,4,4900,1,0,9
Knight,5,4900,2,0,11
Knight,6,4900,5,0,32
Knight,7,4900,10,0,65
Knight,8,4900,76,4,321
Knight,9,4900,1828,62,3389
Knight,10,4900,17660,489,24203
Knight,11,4900,80637,1977,87266
Knight,12,4900,107250,2520,96249
Knight,13,4900,103576,5810,76175
Knight,2,5000,0,0,1
Knight,4,5000,0,0,6
Knight,5,5000,2,0,18
Knight,6,5000,7,1,32
Knight,7,5000,11,0,49
Knight,8,5000,40,1,155
Knight,9,5000,692,19,1504
Knight,10,5000,8716,256,13521
Knight,11,5000,61777,1537,70658
Knight,12,5000,111755,2160,103182
Knight,13,5000,120116,4198,93803
Knight,3,5100,0,0,1
Knight,5,5100,3,0,2
Knight,6,5100,3,0,18
Knight,7,5100,7,0,33
Knight,8,5100,22,0,94
Knight,9,5100,176,4,539
Knight,10,5100,2736,93,4959
Knight,11,5100,32819,810,40348
Knight,12,5100,93983,1874,91271
Knight,13,5100,122085,2646,98071
Knight,5,5200,3,0,11
Knight,6,5200,0,0,9
Knight,7,5200,1,1,22
Knight,8,5200,4,0,33
Knight,9,5200,49,2,210
Knight,10,5200,854,23,1826
Knight,11,5200,15137,394,20803
Knight,12,5200,72995,1393,75330
Knight,13,5200,126683,2147,106438
Knight,4,5300,1,0,1
Knight,6,5300,0,0,9
Knight,7,5300,2,0,13
Knight,8,5300,6,0,11
Knight,9,5300,22,1,115
Knight,10,5300,230,15,700
Knight,11,5300,5188,150,7833
Knight,12,5300,45718,931,49871
Knight,13,5300,121407,1958,106993
Knight,6,5400,0,0,4
Knight,7,5400,0,0,5
Knight,8,5400,2,0,10
Knight,9,5400,11,0,53
Knight,10,5400,75,1,283
Knight,11,5400,1643,38,2706
Knight,12,5400,24897,521,28263
Knight,13,5400,109375,1795,99381
Knight,6,5500,0,0,2
Knight,8,5500,0,0,5
Knight,9,5500,3,0,23
Knight,10,5500,23,1,114
Knight,11,5500,526,12,975
Knight,12,5500,13096,295,15319
Knight,13,5500,92527,1470,86845
Knight,7,5600,0,0,1
Knight,9,5600,0,0,15
Knight,10,5600,8,0,58
Knight,11,5600,155,2,367
Knight,12,5600,6026,128,7136
Knight,13,5600,72780,1315,69635
Knight,9,5700,2,0,11
Knight,10,5700,1,0,38
Knight,11,5700,43,0,131
Knight,12,5700,2045,56,2573
Knight,13,5700,44237,930,43628
Knight,9,5800,0,0,2
Knight,10,5800,1,0,4
Knight,11,5800,18,0,47
Knight,12,5800,847,21,1050
Knight,13,5800,27117,635,26968
Knight,10,5900,0,0,1
Knight,11,5900,3,0,21
Knight,12,5900,327,10,430
Knight,13,5900,15828,393,15921
Knight,10,6000,0,0,4
Knight,11,6000,0,0,7
Knight,12,6000,106,1,134
Knight,13,6000,8041,274,8319
Knight,12,6100,24,1,51
Knight,13,6100,3597,136,3722
Knight,12,6200,14,0,19
Knight,13,6200,1824,90,1863
Knight,12,6300,2,1,2
Knight,13,6300,894,33,913
Knight,12,6400,0,0,3
Knight,13,6400,399,22,411
Knight,13,6500,278,17,283
Knight,13,6600,160,5,158
Knight,13,6700,58,6,70
Knight,13,6800,62,4,52
Knight,13,6900,37,1,30
Knight,13,7000,14,3,26
Knight,13,7100,1,0,6
Knight,13,7200,9,1,7
Knight,13,7300,10,1,9
Knight,13,7400,4,0,3
Knight,13,7500,1,0,1
Knight,9,100,0,0,1
Knight,13,100,1,0,0
Knight,7,200,0,0,1
Knight,11,300,0,0,1
Knight,9,400,0,0,1
Knight,8,500,2,1,1
Knight,10,500,1,0,0
Knight,9,600,1,1,2
Knight,11,600,1,0,2
Knight,11,800,0,0,1
Knight,10,900,2,1,1
Knight,1,1000,3,0,20
Knight,10,1000,4,1,0
Knight,12,1000,2,0,1
Knight,10,1100,4,0,4
Knight,12,1100,1,0,3
Knight,12,1200,2,0,2
Knight,13,1200,1,0,1
Knight,12,1300,1,0,1
Knight,12,1400,5,0,3
Knight,12,1500,1,0,0
Knight,12,1800,0,0,4
Knight,12,1900,1,0,2
Knight,1,2300,2,0,69
Knight,1,2700,0,0,82
Knight,1,2900,0,0,42
Knight,13,2900,5,0,1
Knight,1,3300,1,0,56
Knight,1,3400,0,0,59
Knight,1,3500,0,0,36
Knight,1,3900,0,0,3
Knight,1,4000,0,0,1
Knight,2,4000,0,0,5
Knight,2,4100,1,0,0
Knight,4,4100,0,0,3
Knight,3,4200,1,0,4
Knight,2,4300,0,0,1
Knight,1,4600,0,0,1
Knight,3,5000,0,0,1
Knight,4,5100,1,0,2
Knight,3,5200,0,0,2
Knight,5,5300,0,0,2
Knight,7,5500,0,0,3
Knight,5,5600,1,0,0
Knight,6,5600,0,0,1
Knight,8,5600,0,0,2
Knight,8,5700,0,0,1
Knight,7,5800,0,0,1
Knight,9,5900,1,0,1
Archers,1,0,87,7,102
Archers,2,0,341,16,302
Archers,3,0,151,9,194
Archers,4,0,5,0,6
Archers,5,0,2,0,20
Archers,6,0,2,0,3
Archers,1,100,273,12,457
Archers,2,100,886,43,935
Archers,3,100,1427,57,1338
Archers,4,100,454,13,475
Archers,5,100,15,2,23
Archers,6,100,2,0,23
Archers,1,200,339,13,800
Archers,2,200,645,22,652
Archers,3,200,2522,91,2262
Archers,4,200,1877,84,1904
Archers,5,200,195,5,260
Archers,6,200,10,1,20
Archers,1,300,108,3,173
Archers,2,300,363,27,418
Archers,3,300,2128,93,2567
Archers,4,300,2449,112,2904
Archers,5,300,528,26,620
Archers,6,300,28,2,89
Archers,7,300,13,2,31
Archers,8,300,1,0,3
Archers,1,400,97,7,125
Archers,2,400,298,11,316
Archers,3,400,2362,144,2779
Archers,4,400,4641,307,5399
Archers,5,400,1985,147,2419
Archers,6,400,347,26,395
Archers,7,400,38,2,98
Archers,8,400,2,0,2
Archers,9,400,2,1,9
Archers,1,500,83,5,138
Archers,2,500,184,8,155
Archers,3,500,2224,156,2754
Archers,4,500,6486,484,8469
Archers,5,500,4406,351,5080
Archers,6,500,1785,241,2381
Archers,7,500,152,27,150
Archers,8,500,10,0,23
Archers,9,500,1,0,2
Archers,1,600,51,5,57
Archers,2,600,101,6,97
Archers,3,600,1312,101,1213
Archers,4,600,6223,599,7530
Archers,5,600,6713,657,8743
Archers,6,600,2489,354,3531
Archers,7,600,394,36,443
Archers,8,600,16,1,8
Archers,9,600,2,2,6
Archers,12,600,2,0,4
Archers,1,700,47,7,80
Archers,2,700,126,13,94
Archers,3,700,1413,101,991
Archers,4,700,8562,900,11246
Archers,5,700,11949,1414,17252
Archers,6,700,5213,765,6585
Archers,7,700,1761,229,2112
Archers,8,700,73,9,103
Archers,9,700,4,1,12
Archers,12,700,1,0,2
Archers,1,800,80,3,95
Archers,2,800,138,11,160
Archers,3,800,1441,127,1209
Archers,4,800,9497,1159,15709
Archers,5,800,16211,1955,25383
Archers,6,800,7869,1177,8906
Archers,7,800,3924,625,5149
Archers,8,800,254,39,291
Archers,9,800,9,1,6
Archers,12,800,3,0,0
Archers,1,900,60,8,87
Archers,2,900,102,13,152
Archers,3,900,1322,127,1046
Archers,4,900,7842,919,11887
Archers,5,900,15809,1898,21430
Archers,6,900,8646,1341,8929
Archers,7,900,3528,709,4723
Archers,8,900,344,48,408
Archers,9,900,3,1,8
Archers,10,900,3,0,3
Archers,12,900,8,0,15
Archers,1,1000,44,3,70
Archers,2,1000,50,6,84
Archers,3,1000,593,55,414
Archers,4,1000,3976,456,4138
Archers,5,1000,14430,2209,29000
Archers,6,1000,10281,1537,14390
Archers,7,1000,3537,591,3959
Archers,8,1000,479,46,566
Archers,10,1000,1,0,13
Archers,12,1000,2,0,3
Archers,1,1100,37,6,81
Archers,2,1100,46,9,113
Archers,3,1100,517,56,328
Archers,4,1100,3826,471,3118
Archers,5,1100,17416,2853,36946
Archers,6,1100,15223,2431,22528
Archers,7,1100,7097,1250,7824
Archers,8,1100,1176,161,1398
Archers,9,1100,17,1,6
Archers,1,1200,39,8,78
Archers,2,1200,22,5,75
Archers,3,1200,389,55,371
Archers,4,1200,3260,458,2773
Archers,5,1200,14238,2125,24858
Archers,6,1200,14618,2218,18030
Archers,7,1200,6770,1260,7301
Archers,8,1200,1123,174,1340
Archers,9,1200,47,3,38
Archers,10,1200,2,0,0
Archers,1,1300,21,3,55
Archers,2,1300,28,5,102
Archers,3,1300,190,26,179
Archers,4,1300,1853,253,1812
Archers,5,1300,10837,1696,31533
Archers,6,1300,12758,2125,26740
Archers,7,1300,5724,882,6464
Archers,8,1300,1238,176,1435
Archers,9,1300,55,11,75
Archers,10,1300,5,0,4
Archers,11,1300,13,0,4
Archers,12,1300,2,0,3
Archers,13,1300,9,0,10
Archers,1,1400,28,8,60
Archers,2,1400,20,5,86
Archers,3,1400,195,25,173
Archers,4,1400,2104,276,1696
Archers,5,1400,10862,1675,13283
Archers,6,1400,19135,3508,34709
Archers,7,1400,10964,1977,13652
Archers,8,1400,2681,519,3254
Archers,9,1400,130,24,146
Archers,10,1400,13,0,19
Archers,11,1400,9,0,18
Archers,12,1400,19,0,13
Archers,13,1400,5,0,2
Archers,1,1500,10,5,51
Archers,2,1500,8,3,135
Archers,3,1500,104,13,130
Archers,4,1500,1333,216,1121
Archers,5,1500,8423,1504,8082
Archers,6,1500,19336,4513,37146
Archers,7,1500,9550,1925,11626
Archers,8,1500,2181,420,2239
Archers,9,1500,131,19,123
Archers,10,1500,13,4,17
Archers,11,1500,5,0,4
Archers,12,1500,17,0,15
Archers,1,1600,15,3,102
Archers,2,1600,13,1,132
Archers,3,1600,55,10,118
Archers,4,1600,826,109,669
Archers,5,1600,5839,1063,6818
Archers,6,1600,20809,5865,48700
Archers,7,1600,9133,1790,12018
Archers,8,1600,3261,704,3873
Archers,9,1600,349,52,404
Archers,10,1600,36,5,46
Archers,12,1600,12,0,23
Archers,1,1700,16,2,66
Archers,2,1700,4,2,91
Archers,3,1700,60,11,94
Archers,4,1700,828,154,710
Archers,5,1700,6758,1289,7650
Archers,6,1700,22012,5854,49556
Archers,7,1700,12915,2586,16580
Archers,8,1700,5560,1165,6299
Archers,9,1700,753,157,768
Archers,10,1700,57,4,56
Archers,12,1700,7,1,13
Archers,1,1800,14,2,62
Archers,2,1800,4,0,104
Archers,3,1800,55,13,78
Archers,4,1800,746,131,714
Archers,5,1800,6508,1213,6966
Archers,6,1800,19446,4745,38922
Archers,7,1800,15595,3463,23324
Archers,8,1800,6322,1320,7129
