card,level,trophies,win,draw,lose
Arrows,9,4700,84,0,165
Arrows,10,4700,91,0,142
Arrows,11,4700,90,0,114
Arrows,12,4700,40,0,45
Arrows,13,4700,14,0,16
Arrows,7,4800,3,0,9
Arrows,8,4800,19,0,28
Arrows,9,4800,93,0,153
Arrows,10,4800,132,0,211
Arrows,11,4800,167,0,233
Arrows,12,4800,105,0,120
Arrows,13,4800,29,0,17
Arrows,7,4900,2,0,2
Arrows,8,4900,9,0,11
Arrows,9,4900,46,0,113
Arrows,10,4900,136,0,185
Arrows,11,4900,234,0,360
Arrows,12,4900,222,0,226
Arrows,13,4900,102,0,69
Arrows,7,5000,1,0,0
Arrows,8,5000,2,0,3
Arrows,9,5000,16,0,36
Arrows,10,5000,74,0,111
Arrows,11,5000,236,0,361
Arrows,12,5000,382,0,370
Arrows,13,5000,216,0,165
Arrows,8,5100,1,0,0
Arrows,9,5100,1,0,7
Arrows,10,5100,19,0,45
Arrows,11,5100,150,0,218
Arrows,12,5100,349,0,443
Arrows,13,5100,311,0,271
Arrows,3,5200,0,0,1
Arrows,8,5200,0,0,1
Arrows,9,5200,0,0,5
Arrows,10,5200,5,0,19
Arrows,11,5200,77,0,120
Arrows,12,5200,286,0,365
Arrows,13,5200,441,0,390
Arrows,10,5300,6,0,2
Arrows,11,5300,28,0,42
Arrows,12,5300,159,0,235
Arrows,13,5300,471,0,419
Arrows,11,5400,2,0,18
Arrows,12,5400,82,0,129
Arrows,13,5400,448,0,448
Arrows,10,5500,0,0,1
Arrows,11,5500,9,0,14
Arrows,12,5500,75,0,76
Arrows,13,5500,396,0,402
Arrows,11,5600,2,0,6
Arrows,12,5600,32,0,36
Arrows,13,5600,375,0,360
Arrows,11,5700,0,0,1
Arrows,12,5700,16,0,28
Arrows,13,5700,237,0,278
Arrows,11,5800,0,0,1
Arrows,12,5800,9,0,12
Arrows,13,5800,189,0,205
Arrows,12,5900,7,0,7
Arrows,13,5900,113,0,97
Arrows,12,6000,6,0,2
Arrows,13,6000,70,0,81
Arrows,12,6100,2,0,2
Arrows,13,6100,36,0,41
Arrows,12,6200,0,0,1
Arrows,13,6200,26,0,33
Arrows,13,6300,14,0,20
Arrows,12,6400,1,0,0
Arrows,13,6400,8,0,11
Arrows,13,6500,5,0,7
Arrows,13,6600,6,0,3
Arrows,13,6700,1,0,0
Arrows,13,6800,3,0,0
Arrows,13,6900,0,0,1
Arrows,13,7100,2,0,1
Arrows,13,7200,0,0,1
Baby Dragon,7,900,0,0,1
Baby Dragon,6,1100,0,0,3
Baby Dragon,7,1100,0,0,3
Baby Dragon,6,1200,1,0,0
Baby Dragon,7,1200,0,0,1
Baby Dragon,7,1300,2,0,0
Baby Dragon,8,1300,1,0,0
Baby Dragon,11,1300,0,0,1
Baby Dragon,6,1400,0,0,1
Baby Dragon,7,1400,1,0,3
Baby Dragon,12,1400,1,0,0
Baby Dragon,7,1600,2,0,0
Baby Dragon,8,1600,1,0,0
Baby Dragon,12,1600,0,0,1
Baby Dragon,6,1700,1,0,0
Baby Dragon,7,1700,8,0,8
Baby Dragon,8,1700,4,0,1
Baby Dragon,9,1700,1,0,0
Baby Dragon,6,1800,2,0,3
Baby Dragon,7,1800,4,0,11
Baby Dragon,8,1800,3,0,4
Baby Dragon,6,1900,0,0,1
Baby Dragon,7,1900,1,0,5
Baby Dragon,8,1900,2,0,1
Baby Dragon,7,2000,0,0,1
Baby Dragon,8,2000,1,0,0
Baby Dragon,11,2000,0,0,1
Baby Dragon,7,2100,0,0,1
Baby Dragon,8,2100,0,0,2
Baby Dragon,7,2200,2,0,1
Baby Dragon,8,2200,1,0,0
Baby Dragon,8,2300,2,0,0
Baby Dragon,10,2300,0,0,1
Baby Dragon,11,2300,1,0,0
Baby Dragon,6,2400,1,0,1
Baby Dragon,7,2400,5,0,1
Baby Dragon,8,2400,5,0,2
Baby Dragon,7,2500,1,0,0
Baby Dragon,8,2500,1,0,0
Baby Dragon,9,2500,2,0,0
Baby Dragon,7,2600,0,0,1
Baby Dragon,13,2600,0,0,1
Baby Dragon,7,2700,2,0,0
Baby Dragon,8,2700,2,0,1
Baby Dragon,9,2700,0,0,1
Baby Dragon,6,2800,1,0,0
Baby Dragon,8,2800,2,0,0
Baby Dragon,7,2900,0,0,1
Baby Dragon,8,2900,0,0,1
Baby Dragon,9,2900,1,0,0
Baby Dragon,11,2900,0,0,1
Baby Dragon,7,3000,2,0,0
Baby Dragon,8,3000,2,0,0
Baby Dragon,9,3000,2,0,0
Baby Dragon,10,3000,0,0,1
Baby Dragon,11,3000,0,0,1
Baby Dragon,6,3100,0,0,1
Baby Dragon,7,3100,2,0,2
Baby Dragon,8,3100,1,0,2
Baby Dragon,9,3100,1,0,0
Baby Dragon,7,3200,0,0,1
Baby Dragon,8,3200,0,0,1
Baby Dragon,9,3200,1,0,0
Baby Dragon,7,3300,2,0,1
Baby Dragon,8,3300,1,0,0
Baby Dragon,7,3400,3,0,3
Baby Dragon,8,3400,2,0,5
Baby Dragon,9,3400,0,0,2
Baby Dragon,7,3500,3,0,10
Baby Dragon,8,3500,3,0,11
Baby Dragon,9,3500,0,0,4
Baby Dragon,13,3500,0,0,1
Baby Dragon,6,3600,3,0,2
Baby Dragon,7,3600,15,0,20
Baby Dragon,8,3600,30,0,37
Baby Dragon,9,3600,23,0,10
Baby Dragon,10,3600,0,0,1
Baby Dragon,11,3600,1,0,0
Baby Dragon,13,3600,0,0,1
Baby Dragon,6,3700,4,0,12
Baby Dragon,7,3700,20,0,35
Baby Dragon,8,3700,50,0,79
Baby Dragon,9,3700,26,0,35
Baby Dragon,10,3700,2,0,2
Baby Dragon,12,3700,1,0,0
Baby Dragon,13,3700,0,0,1
Baby Dragon,6,3800,3,0,5
Baby Dragon,7,3800,10,0,27
Baby Dragon,8,3800,44,0,70
Baby Dragon,9,3800,29,0,37
Baby Dragon,10,3800,4,0,4
Baby Dragon,11,3800,0,0,1
Baby Dragon,6,3900,0,0,5
Baby Dragon,7,3900,8,0,18
Baby Dragon,8,3900,37,0,34
Baby Dragon,9,3900,11,0,19
Baby Dragon,10,3900,2,0,2
Baby Dragon,11,3900,1,0,1
Baby Dragon,13,3900,0,0,1
Baby Dragon,6,4000,0,0,1
Baby Dragon,7,4000,2,0,6
Baby Dragon,8,4000,13,0,11
Baby Dragon,9,4000,10,0,15
Baby Dragon,10,4000,3,0,4
Baby Dragon,11,4000,2,0,0
Baby Dragon,12,4000,0,0,3
Baby Dragon,13,4000,0,0,2
Baby Dragon,7,4100,2,0,11
Baby Dragon,8,4100,9,0,23
Baby Dragon,9,4100,2,0,26
Baby Dragon,10,4100,5,0,9
Baby Dragon,11,4100,1,0,5
Baby Dragon,12,4100,0,0,2
Baby Dragon,13,4100,4,0,4
Baby Dragon,6,4200,0,0,3
Baby Dragon,7,4200,7,0,17
Baby Dragon,8,4200,18,0,60
Baby Dragon,9,4200,19,0,77
Baby Dragon,10,4200,8,0,23
Baby Dragon,11,4200,0,0,2
Baby Dragon,12,4200,0,0,9
Baby Dragon,13,4200,1,0,3
Baby Dragon,6,4300,1,0,0
Baby Dragon,7,4300,4,0,23
Baby Dragon,8,4300,27,0,96
Baby Dragon,9,4300,51,0,101
Baby Dragon,10,4300,16,0,33
Baby Dragon,11,4300,5,0,9
Baby Dragon,12,4300,1,0,4
Baby Dragon,13,4300,1,0,5
Baby Dragon,6,4400,0,0,3
Baby Dragon,7,4400,5,0,17
Baby Dragon,8,4400,41,0,133
Baby Dragon,9,4400,63,0,175
Baby Dragon,10,4400,30,0,69
Baby Dragon,11,4400,6,0,5
Baby Dragon,12,4400,2,0,2
Baby Dragon,13,4400,1,0,4
Baby Dragon,6,4500,0,0,2
Baby Dragon,7,4500,7,0,16
Baby Dragon,8,4500,41,0,118
Baby Dragon,9,4500,94,0,217
Baby Dragon,10,4500,100,0,148
Baby Dragon,11,4500,17,0,24
Baby Dragon,12,4500,4,0,8
Baby Dragon,13,4500,5,0,11
Baby Dragon,6,4600,0,0,1
Baby Dragon,7,4600,6,0,7
Baby Dragon,8,4600,34,0,86
Baby Dragon,9,4600,129,0,218
Baby Dragon,10,4600,149,0,260
Baby Dragon,11,4600,38,0,63
Baby Dragon,12,4600,7,0,9
Baby Dragon,13,4600,10,0,12
Baby Dragon,7,4700,0,0,3
Baby Dragon,8,4700,16,0,39
Baby Dragon,9,4700,80,0,171
Baby Dragon,10,4700,223,0,337
Baby Dragon,11,4700,93,0,126
Baby Dragon,12,4700,15,0,16
Baby Dragon,13,4700,5,0,17
Baby Dragon,7,4800,1,0,0
Baby Dragon,8,4800,5,0,16
Baby Dragon,9,4800,56,0,80
Baby Dragon,10,4800,240,0,337
Baby Dragon,11,4800,193,0,254
Baby Dragon,12,4800,69,0,65
Baby Dragon,13,4800,20,0,20
Baby Dragon,8,4900,2,0,5
Baby Dragon,9,4900,25,0,55
Baby Dragon,10,4900,170,0,291
Baby Dragon,11,4900,270,0,378
Baby Dragon,12,4900,127,0,135
Baby Dragon,13,4900,50,0,39
Baby Dragon,8,5000,2,0,0
Baby Dragon,9,5000,3,0,23
Baby Dragon,10,5000,84,0,126
Baby Dragon,11,5000,272,0,370
Baby Dragon,12,5000,279,0,224
Baby Dragon,13,5000,145,0,92
Baby Dragon,8,5100,0,0,1
Baby Dragon,9,5100,0,0,2
Baby Dragon,10,5100,14,0,45
Baby Dragon,11,5100,138,0,244
Baby Dragon,12,5100,278,0,253
Baby Dragon,13,5100,213,0,168
Baby Dragon,8,5200,0,0,2
Baby Dragon,10,5200,6,0,10
Baby Dragon,11,5200,69,0,110
Baby Dragon,12,5200,223,0,243
Baby Dragon,13,5200,265,0,246
Baby Dragon,10,5300,1,0,3
Baby Dragon,11,5300,15,0,27
Baby Dragon,12,5300,119,0,163
Baby Dragon,13,5300,307,0,285
Baby Dragon,11,5400,3,0,12
Baby Dragon,12,5400,60,0,79
Baby Dragon,13,5400,255,0,265
Baby Dragon,10,5500,0,0,2
Baby Dragon,11,5500,4,0,3
Baby Dragon,12,5500,30,0,40
Baby Dragon,13,5500,260,0,245
Baby Dragon,11,5600,0,0,2
Baby Dragon,12,5600,10,0,22
Baby Dragon,13,5600,205,0,173
Baby Dragon,11,5700,1,0,0
Baby Dragon,12,5700,7,0,8
Baby Dragon,13,5700,133,0,160
Baby Dragon,12,5800,4,0,4
Baby Dragon,13,5800,101,0,117
Baby Dragon,12,5900,4,0,4
Baby Dragon,13,5900,78,0,83
Baby Dragon,12,6000,2,0,0
Baby Dragon,13,6000,57,0,65
Baby Dragon,13,6100,42,0,40
Baby Dragon,13,6200,27,0,30
Baby Dragon,12,6300,0,0,1
Baby Dragon,13,6300,17,0,9
Baby Dragon,13,6400,15,0,12
Baby Dragon,13,6500,7,0,6
Baby Dragon,13,6600,7,0,3
Baby Dragon,13,6700,2,0,2
Baby Dragon,13,6800,2,0,1
Baby Dragon,13,6900,1,0,0
Baby Dragon,13,7100,3,0,0
Baby Dragon,13,7200,1,0,1
Baby Dragon,13,7300,0,0,1
Balloon,10,1000,0,0,1
Balloon,12,1000,0,0,1
Balloon,11,1600,0,0,1
Balloon,6,1700,0,0,1
Balloon,7,1700,2,0,0
Balloon,8,1700,2,0,0
Balloon,7,1800,2,0,0
Balloon,8,1800,1,0,1
Balloon,6,1900,0,0,2
Balloon,7,1900,3,0,1
Balloon,9,2100,1,0,0
Balloon,11,2100,0,0,1
Balloon,6,2200,1,0,1
Balloon,7,2200,1,0,2
Balloon,6,2400,2,0,0
Balloon,7,2400,0,0,1
Balloon,7,2500,0,0,1
Balloon,6,2700,1,0,0
Balloon,7,2700,1,0,0
Balloon,6,2900,0,0,1
Balloon,8,2900,1,0,0
Balloon,6,3000,1,0,0
Balloon,7,3000,1,0,0
Balloon,9,3000,1,0,0
Balloon,7,3100,1,0,1
Balloon,7,3200,0,0,1
Balloon,7,3300,0,0,1
Balloon,13,3300,1,0,0
Balloon,7,3400,2,0,0
Balloon,9,3400,1,0,2
Balloon,10,3400,0,0,1
Balloon,7,3500,0,0,3
Balloon,8,3500,1,0,6
Balloon,9,3500,0,0,1
Balloon,6,3600,4,0,1
Balloon,7,3600,5,0,6
Balloon,8,3600,11,0,8
Balloon,9,3600,5,0,3
Balloon,12,3600,0,0,1
Balloon,13,3600,1,0,1
Balloon,6,3700,1,0,3
Balloon,7,3700,12,0,14
Balloon,8,3700,17,0,31
Balloon,9,3700,6,0,10
Balloon,10,3700,1,0,0
Balloon,12,3700,0,0,1
Balloon,6,3800,2,0,3
Balloon,7,3800,5,0,33
Balloon,8,3800,18,0,35
Balloon,9,3800,10,0,11
Balloon,10,3800,0,0,5
Balloon,7,3900,3,0,8
Balloon,8,3900,10,0,26
Balloon,9,3900,2,0,9
Balloon,10,3900,1,0,0
Balloon,6,4000,0,0,1
Balloon,7,4000,1,0,3
Balloon,8,4000,5,0,2
Balloon,9,4000,3,0,9
Balloon,10,4000,3,0,2
Balloon,11,4000,1,0,3
Balloon,12,4000,0,0,1
Balloon,13,4000,0,0,2
Balloon,6,4100,0,0,1
Balloon,7,4100,2,0,6
Balloon,8,4100,7,0,17
Balloon,9,4100,7,0,12
Balloon,10,4100,1,0,3
Balloon,11,4100,2,0,3
Balloon,12,4100,0,0,1
Balloon,13,4100,1,0,1
Balloon,6,4200,2,0,2
Balloon,7,4200,4,0,19
Balloon,8,4200,3,0,43
Balloon,9,4200,11,0,26
Balloon,10,4200,6,0,7
Balloon,11,4200,1,0,2
Balloon,12,4200,1,0,4
Balloon,13,4200,0,0,1
Balloon,6,4300,1,0,2
Balloon,7,4300,7,0,15
Balloon,8,4300,32,0,60
Balloon,9,4300,20,0,47
Balloon,10,4300,5,0,24
Balloon,11,4300,1,0,4
Balloon,12,4300,0,0,1
Balloon,13,4300,0,0,5
Balloon,6,4400,1,0,2
Balloon,7,4400,6,0,20
Balloon,8,4400,22,0,83
Balloon,9,4400,46,0,99
Balloon,10,4400,23,0,40
Balloon,11,4400,0,0,3
Balloon,12,4400,2,0,2
Balloon,13,4400,1,0,3
Balloon,6,4500,0,0,1
Balloon,7,4500,2,0,15
Balloon,8,4500,30,0,78
Balloon,9,4500,72,0,163
Balloon,10,4500,61,0,115
Balloon,11,4500,12,0,10
Balloon,12,4500,1,0,4
Balloon,13,4500,3,0,4
Balloon,6,4600,0,0,1
Balloon,7,4600,2,0,8
Balloon,8,4600,42,0,59
Balloon,9,4600,113,0,204
Balloon,10,4600,162,0,203
Balloon,11,4600,33,0,33
Balloon,12,4600,7,0,6
Balloon,13,4600,4,0,7
Balloon,7,4700,2,0,5
Balloon,8,4700,21,0,46
Balloon,9,4700,100,0,149
Balloon,10,4700,185,0,318
Balloon,11,4700,80,0,101
Balloon,12,4700,16,0,19
Balloon,13,4700,6,0,5
Balloon,7,4800,1,0,0
Balloon,8,4800,3,0,13
Balloon,9,4800,60,0,116
Balloon,10,4800,212,0,378
Balloon,11,4800,178,0,227
Balloon,12,4800,51,0,53
Balloon,13,4800,17,0,12
Balloon,8,4900,2,0,6
Balloon,9,4900,24,0,58
Balloon,10,4900,185,0,305
Balloon,11,4900,265,0,396
Balloon,12,4900,148,0,127
Balloon,13,4900,49,0,27
Balloon,8,5000,0,0,1
Balloon,9,5000,6,0,20
Balloon,10,5000,87,0,156
Balloon,11,5000,273,0,383
Balloon,12,5000,212,0,240
Balloon,13,5000,101,0,59
Balloon,10,5100,24,0,51
Balloon,11,5100,152,0,227
Balloon,12,5100,257,0,287
Balloon,13,5100,174,0,141
Balloon,10,5200,9,0,10
Balloon,11,5200,65,0,128
Balloon,12,5200,196,0,275
Balloon,13,5200,234,0,231
Balloon,10,5300,0,0,2
Balloon,11,5300,16,0,25
Balloon,12,5300,118,0,156
Balloon,13,5300,279,0,238
Balloon,9,5400,0,0,1
Balloon,11,5400,5,0,14
Balloon,12,5400,41,0,63
Balloon,13,5400,232,0,266
Balloon,11,5500,0,0,3
Balloon,12,5500,18,0,17
Balloon,13,5500,221,0,237
Balloon,10,5600,0,0,1
Balloon,11,5600,1,0,3
Balloon,12,5600,11,0,13
Balloon,13,5600,218,0,190
Balloon,12,5700,8,0,13
Balloon,13,5700,119,0,131
Balloon,12,5800,2,0,4
Balloon,13,5800,86,0,116
Balloon,12,5900,1,0,1
Balloon,13,5900,62,0,67
Balloon,12,6000,1,0,0
Balloon,13,6000,44,0,57
Balloon,12,6100,1,0,0
Balloon,13,6100,37,0,36
Balloon,12,6200,0,0,1
Balloon,13,6200,24,0,24
Balloon,13,6300,7,0,17
Balloon,13,6400,8,0,9
Balloon,13,6500,7,0,6
Balloon,13,6600,8,0,5
Balloon,13,6700,2,0,2
Balloon,13,6800,1,0,0
Balloon,13,6900,0,0,1
Balloon,13,7000,1,0,0
Balloon,13,7100,2,0,0
Bandit,11,2000,0,0,1
Bandit,11,2100,0,0,1
Bandit,10,2300,0,0,1
Bandit,9,2400,1,0,1
Bandit,9,2700,0,0,1
Bandit,9,2800,1,0,0
Bandit,10,3200,1,0,0
Bandit,9,3400,0,0,1
Bandit,9,3500,0,0,8
Bandit,9,3600,7,0,11
Bandit,10,3600,4,0,2
Bandit,11,3600,1,0,1
Bandit,9,3700,20,0,20
Bandit,10,3700,3,0,6
Bandit,11,3700,0,0,1
Bandit,12,3700,0,0,1
Bandit,13,3700,0,0,1
Bandit,9,3800,10,0,40
Bandit,10,3800,5,0,1
Bandit,9,3900,14,0,24
Bandit,10,3900,3,0,4
Bandit,9,4000,4,0,6
Bandit,10,4000,3,0,5
Bandit,13,4000,0,0,1
Bandit,9,4100,2,0,16
Bandit,10,4100,2,0,9
Bandit,11,4100,1,0,5
Bandit,13,4100,0,0,1
Bandit,9,4200,12,0,58
Bandit,10,4200,7,0,14
Bandit,11,4200,0,0,3
Bandit,12,4200,1,0,1
Bandit,9,4300,34,0,68
Bandit,10,4300,13,0,23
Bandit,11,4300,0,0,2
Bandit,12,4300,1,0,1
Bandit,13,4300,0,0,1
Bandit,9,4400,51,0,123
Bandit,10,4400,25,0,54
Bandit,11,4400,1,0,5
Bandit,13,4400,0,0,1
Bandit,9,4500,94,0,162
Bandit,10,4500,75,0,147
Bandit,11,4500,4,0,1
Bandit,12,4500,2,0,3
Bandit,13,4500,0,0,2
Bandit,9,4600,113,0,193
Bandit,10,4600,161,0,197
Bandit,11,4600,9,0,17
Bandit,12,4600,0,0,2
Bandit,13,4600,1,0,2
Bandit,9,4700,91,0,154
Bandit,10,4700,204,0,315
Bandit,11,4700,19,0,34
Bandit,12,4700,1,0,1
Bandit,9,4800,51,0,109
Bandit,10,4800,245,0,369
Bandit,11,4800,70,0,107
Bandit,12,4800,7,0,8
Bandit,13,4800,6,0,3
Bandit,9,4900,30,0,69
Bandit,10,4900,216,0,353
Bandit,11,4900,121,0,178
Bandit,12,4900,21,0,22
Bandit,13,4900,4,0,9
Bandit,9,5000,7,0,19
Bandit,10,5000,126,0,205
Bandit,11,5000,203,0,217
Bandit,12,5000,60,0,35
